audspec_lengthL1norm_sma_stddev,audspecRasta_lengthL1norm_sma_stddev,pcm_RMSenergy_sma_stddev,pcm_zcr_sma_stddev,audspec_lengthL1norm_sma_de_stddev,audspecRasta_lengthL1norm_sma_de_stddev,pcm_RMSenergy_sma_de_stddev,pcm_zcr_sma_de_stddev,audSpec_Rfilt_sma[0]_stddev,audSpec_Rfilt_sma[1]_stddev,audSpec_Rfilt_sma[2]_stddev,audSpec_Rfilt_sma[3]_stddev,audSpec_Rfilt_sma[4]_stddev,audSpec_Rfilt_sma[5]_stddev,audSpec_Rfilt_sma[6]_stddev,audSpec_Rfilt_sma[7]_stddev,audSpec_Rfilt_sma[8]_stddev,audSpec_Rfilt_sma[9]_stddev,audSpec_Rfilt_sma[10]_stddev,audSpec_Rfilt_sma[11]_stddev,audSpec_Rfilt_sma[12]_stddev,audSpec_Rfilt_sma[13]_stddev,audSpec_Rfilt_sma[14]_stddev,audSpec_Rfilt_sma[15]_stddev,audSpec_Rfilt_sma[16]_stddev,audSpec_Rfilt_sma[17]_stddev,audSpec_Rfilt_sma[18]_stddev,audSpec_Rfilt_sma[19]_stddev,audSpec_Rfilt_sma[20]_stddev,audSpec_Rfilt_sma[21]_stddev,audSpec_Rfilt_sma[22]_stddev,audSpec_Rfilt_sma[23]_stddev,audSpec_Rfilt_sma[24]_stddev,audSpec_Rfilt_sma[25]_stddev,pcm_fftMag_fband250-650_sma_stddev,pcm_fftMag_fband1000-4000_sma_stddev,pcm_fftMag_spectralRollOff25.0_sma_stddev,pcm_fftMag_spectralRollOff50.0_sma_stddev,pcm_fftMag_spectralRollOff75.0_sma_stddev,pcm_fftMag_spectralRollOff90.0_sma_stddev,pcm_fftMag_spectralFlux_sma_stddev,pcm_fftMag_spectralCentroid_sma_stddev,pcm_fftMag_spectralEntropy_sma_stddev,pcm_fftMag_spectralVariance_sma_stddev,pcm_fftMag_spectralSkewness_sma_stddev,pcm_fftMag_spectralKurtosis_sma_stddev,pcm_fftMag_spectralSlope_sma_stddev,pcm_fftMag_psySharpness_sma_stddev,pcm_fftMag_spectralHarmonicity_sma_stddev,audSpec_Rfilt_sma_de[0]_stddev,audSpec_Rfilt_sma_de[1]_stddev,audSpec_Rfilt_sma_de[2]_stddev,audSpec_Rfilt_sma_de[3]_stddev,audSpec_Rfilt_sma_de[4]_stddev,audSpec_Rfilt_sma_de[5]_stddev,audSpec_Rfilt_sma_de[6]_stddev,audSpec_Rfilt_sma_de[7]_stddev,audSpec_Rfilt_sma_de[8]_stddev,audSpec_Rfilt_sma_de[9]_stddev,audSpec_Rfilt_sma_de[10]_stddev,audSpec_Rfilt_sma_de[11]_stddev,audSpec_Rfilt_sma_de[12]_stddev,audSpec_Rfilt_sma_de[13]_stddev,audSpec_Rfilt_sma_de[14]_stddev,audSpec_Rfilt_sma_de[15]_stddev,audSpec_Rfilt_sma_de[16]_stddev,audSpec_Rfilt_sma_de[17]_stddev,audSpec_Rfilt_sma_de[18]_stddev,audSpec_Rfilt_sma_de[19]_stddev,audSpec_Rfilt_sma_de[20]_stddev,audSpec_Rfilt_sma_de[21]_stddev,audSpec_Rfilt_sma_de[22]_stddev,audSpec_Rfilt_sma_de[23]_stddev,audSpec_Rfilt_sma_de[24]_stddev,audSpec_Rfilt_sma_de[25]_stddev,pcm_fftMag_fband250-650_sma_de_stddev,pcm_fftMag_fband1000-4000_sma_de_stddev,pcm_fftMag_spectralRollOff25.0_sma_de_stddev,pcm_fftMag_spectralRollOff50.0_sma_de_stddev,pcm_fftMag_spectralRollOff75.0_sma_de_stddev,pcm_fftMag_spectralRollOff90.0_sma_de_stddev,pcm_fftMag_spectralFlux_sma_de_stddev,pcm_fftMag_spectralCentroid_sma_de_stddev,pcm_fftMag_spectralEntropy_sma_de_stddev,pcm_fftMag_spectralVariance_sma_de_stddev,pcm_fftMag_spectralSkewness_sma_de_stddev,pcm_fftMag_spectralKurtosis_sma_de_stddev,pcm_fftMag_spectralSlope_sma_de_stddev,pcm_fftMag_psySharpness_sma_de_stddev,pcm_fftMag_spectralHarmonicity_sma_de_stddev,F0final_sma_amean,F0final_sma_stddev,voicingFinalUnclipped_sma_amean,voicingFinalUnclipped_sma_stddev,jitterLocal_sma_amean,jitterLocal_sma_stddev,jitterDDP_sma_amean,jitterDDP_sma_stddev,shimmerLocal_sma_amean,shimmerLocal_sma_stddev,logHNR_sma_amean,logHNR_sma_stddev,F0final_sma_de_amean,F0final_sma_de_stddev,voicingFinalUnclipped_sma_de_amean,voicingFinalUnclipped_sma_de_stddev,jitterLocal_sma_de_amean,jitterLocal_sma_de_stddev,jitterDDP_sma_de_amean,jitterDDP_sma_de_stddev,shimmerLocal_sma_de_amean,shimmerLocal_sma_de_stddev,logHNR_sma_de_amean,logHNR_sma_de_stddev,audspec_lengthL1norm_sma_amean,audspecRasta_lengthL1norm_sma_amean,pcm_RMSenergy_sma_amean,pcm_zcr_sma_amean,audSpec_Rfilt_sma[0]_amean,audSpec_Rfilt_sma[1]_amean,audSpec_Rfilt_sma[2]_amean,audSpec_Rfilt_sma[3]_amean,audSpec_Rfilt_sma[4]_amean,audSpec_Rfilt_sma[5]_amean,audSpec_Rfilt_sma[6]_amean,audSpec_Rfilt_sma[7]_amean,audSpec_Rfilt_sma[8]_amean,audSpec_Rfilt_sma[9]_amean,audSpec_Rfilt_sma[10]_amean,audSpec_Rfilt_sma[11]_amean,audSpec_Rfilt_sma[12]_amean,audSpec_Rfilt_sma[13]_amean,audSpec_Rfilt_sma[14]_amean,audSpec_Rfilt_sma[15]_amean,audSpec_Rfilt_sma[16]_amean,audSpec_Rfilt_sma[17]_amean,audSpec_Rfilt_sma[18]_amean,audSpec_Rfilt_sma[19]_amean,audSpec_Rfilt_sma[20]_amean,audSpec_Rfilt_sma[21]_amean,audSpec_Rfilt_sma[22]_amean,audSpec_Rfilt_sma[23]_amean,audSpec_Rfilt_sma[24]_amean,audSpec_Rfilt_sma[25]_amean,pcm_fftMag_fband250-650_sma_amean,pcm_fftMag_fband1000-4000_sma_amean,pcm_fftMag_spectralRollOff25.0_sma_amean,pcm_fftMag_spectralRollOff50.0_sma_amean,pcm_fftMag_spectralRollOff75.0_sma_amean,pcm_fftMag_spectralRollOff90.0_sma_amean,pcm_fftMag_spectralFlux_sma_amean,pcm_fftMag_spectralCentroid_sma_amean,pcm_fftMag_spectralEntropy_sma_amean,pcm_fftMag_spectralVariance_sma_amean,pcm_fftMag_spectralSkewness_sma_amean,pcm_fftMag_spectralKurtosis_sma_amean,pcm_fftMag_spectralSlope_sma_amean,pcm_fftMag_psySharpness_sma_amean,pcm_fftMag_spectralHarmonicity_sma_amean
0.58126915,0.3427759,0.05587166,0.03890365,0.19142537,0.0918027,0.0132131,0.006475852,0.111216515,0.16402748,0.082731284,0.11362271,0.07327294,0.094280675,0.09722056,0.2178987,0.30026993,0.44555026,0.4938429,0.4141212,0.5102866,0.5922086,0.8259935,0.47029668,0.18526904,0.43172675,1.0227822,0.58806664,0.34264448,1.0767986,0.5970672,0.36933827,0.3704801,0.17199416,1.1182083,0.59136033,144.58723,611.047,1617.8008,2360.909,0.6565246,877.4439,0.939348,3595511.2,1.4967341,14.714998,0.83114576,0.5902124,1.0595846,0.029282883,0.047902353,0.025403216,0.033110734,0.022176227,0.027049145,0.04088636,0.07748902,0.0822405,0.11500457,0.1432965,0.13686554,0.13976084,0.17176288,0.2408181,0.1540565,0.074483946,0.14050663,0.23452298,0.15735655,0.11873685,0.28699055,0.1572645,0.11101034,0.08880337,0.05249511,0.24736615,0.2414414,39.49247,194.61644,427.5977,609.0038,0.20629191,213.61864,0.22277613,1014516.75,0.38438258,4.1227865,0.21952868,0.14680836,0.33901963,114.2061,93.14566,0.7113564,0.026032016,0.052740637,0.046413664,0.04904667,0.036720343,0.074317634,0.017349703,-42.928062,44.94812,0.106621854,0.6681208,-0.0001398019,0.00080330664,1.2747564e-05,0.00014131739,-5.998489e-05,3.4371315e-05,-0.00010541908,0.00018384159,-0.3283464,1.8204979,3.2308862,1.2143258,0.121277645,0.109830245,0.15646586,0.31022683,0.39146706,0.4568211,0.5977177,0.6833039,0.76543754,0.9106593,1.0280039,1.2610468,1.2875239,1.4333242,1.5626419,1.6117508,1.8460425,1.8070989,1.573033,1.8855602,2.2328844,1.7210413,1.6519495,2.1131096,1.443987,1.1407014,0.9829165,0.7177558,1.5421051,0.92729896,271.52777,778.4722,2314.9307,4327.778,1.2192392,1684.8993,4.8038077,5165721.0,2.7014318,15.052735,-0.77539724,1.1964228,1.4635035
0.36623535,0.1111779,0.0555088,0.030227214,0.14173856,0.042202495,0.018457102,0.006785879,0.08226231,0.13187978,0.09758194,0.08042478,0.08191837,0.1727576,0.22282296,0.16636719,0.30474085,0.28633654,0.25670817,0.22118446,0.15631947,0.27941704,0.22068614,0.15290053,0.2269002,0.17124686,0.20310228,0.3128911,0.15289499,0.2569763,0.19560567,0.14247264,0.1792451,0.15286355,0.45680887,0.3433412,101.61784,383.55487,882.7568,1716.4069,0.60529095,556.6127,0.95186275,3096351.0,1.5711901,21.833303,0.97784877,0.39543015,0.67749614,0.026023993,0.04366888,0.031190664,0.029285442,0.021544298,0.05163753,0.07510366,0.06352746,0.10638218,0.093466915,0.08693701,0.08170307,0.052049473,0.087713815,0.078565165,0.05412105,0.07509357,0.052585743,0.06919014,0.120340265,0.060835052,0.08368464,0.07158797,0.051241808,0.054133296,0.04940153,0.16114645,0.12822884,26.478924,143.0269,289.9278,577.92285,0.19144973,178.78975,0.28854474,891153.8,0.55872554,7.7852983,0.35312322,0.12125293,0.26662454,142.35744,93.78779,0.7214171,0.03627438,0.0561638,0.04228769,0.13235405,0.09655441,0.12280705,0.04065934,-35.83188,44.3218,-0.004986772,0.6411139,-0.00017538993,0.0007375892,0.00025069088,0.00057199417,-0.00036424695,0.0003553746,0.0012666354,0.0038967908,-0.16554517,0.8974601,3.0013437,1.0530592,0.113210484,0.088171296,0.14428964,0.29772216,0.4639245,0.5793454,0.67744213,0.8822478,1.0976669,1.1267877,1.2096668,1.3838732,1.3285869,1.2480836,1.2795815,1.3591039,1.3988551,1.3494391,1.3768041,1.3648591,1.3922865,1.4327375,1.2727737,1.2969109,1.1337972,0.93861413,0.7615712,0.582568,0.85680085,0.725833,218.40277,535.06946,1510.7639,3558.6807,1.2305484,1298.3184,4.626023,4360128.0,3.36175,21.497425,-0.7351425,0.95252824,1.0011806
0.63964325,0.19616282,0.04868784,0.020784957,0.20548923,0.059809603,0.013145741,0.0055241976,0.062130902,0.110530615,0.13668175,0.09852237,0.111159585,0.1582882,0.2213014,0.113176405,0.12505424,0.20645694,0.34687144,0.4135545,0.41715604,0.5500612,0.16077732,0.17438087,0.40795547,0.24694112,0.19471781,0.4332694,0.2646408,0.349944,0.30868417,0.20695549,0.20252368,0.1936946,0.8746302,0.5732139,91.0261,217.34395,723.6395,1674.1967,0.48360953,485.10144,0.6248439,2923065.5,0.89079106,8.754909,0.7393669,0.34058303,0.87341213,0.018924715,0.03467697,0.03495381,0.029105768,0.028586656,0.05546853,0.06025113,0.032761663,0.04853653,0.05867833,0.11220667,0.13366641,0.14430287,0.13609774,0.053367134,0.0558304,0.12804995,0.088604085,0.072719514,0.14383154,0.08868756,0.115256295,0.10486629,0.0661218,0.067899376,0.06903081,0.30837342,0.20394322,34.857616,71.31966,254.69968,558.7105,0.16797234,161.54193,0.21441601,1015479.2,0.3284307,3.377544,0.20990767,0.11557703,0.32612383,76.5104,12.35855,0.7225142,0.027237825,0.06553092,0.044171646,0.08452433,0.058221143,0.1822559,0.103839,-20.580133,35.106636,-0.0031032483,0.19897206,0.00035552148,0.0011664914,-6.6122106e-05,5.0552982e-05,-0.00015297369,0.00014753945,0.00058586337,0.0008791907,0.6498495,2.34737,3.075292,1.0005594,0.12192567,0.0670679,0.14037746,0.3019271,0.4869171,0.5638225,0.6512687,0.7938296,0.967883,0.9423048,0.9808085,0.9995542,1.2591736,1.3571503,1.3759437,1.6138127,1.2082149,1.2585465,1.3974601,1.3593445,1.3283678,1.3597021,1.2732997,1.1927309,1.0634686,0.853713,0.7006408,0.5842835,1.3561755,0.75965893,179.51389,377.08334,1067.3611,2585.764,1.2321316,991.41705,4.4211845,3277520.5,3.8405793,23.583467,-0.79055053,0.76260644,1.1465527
0.42422998,0.11542771,0.060028523,0.03601947,0.16292366,0.042689584,0.016834985,0.0067940247,0.2331113,0.22230555,0.053858027,0.07386113,0.09175777,0.121231124,0.28081027,0.17972386,0.22627771,0.25064176,0.3219827,0.3850225,0.24347976,0.23348625,0.15236081,0.1650879,0.19711645,0.2851672,0.118274994,0.1600843,0.2819957,0.17049262,0.18712209,0.09593849,0.093383834,0.15898971,0.47926444,0.5355676,131.44981,545.4513,1307.7814,2276.9202,0.63810426,814.0224,1.0982527,3595802.2,2.3931553,42.274097,0.944828,0.55802894,0.71128875,0.06567667,0.06566147,0.015190118,0.016321942,0.02541456,0.035888024,0.09793469,0.053167034,0.06488639,0.09183179,0.12518743,0.1336167,0.09139142,0.10302229,0.061636556,0.06976212,0.08212718,0.10243708,0.04796069,0.0523481,0.11188346,0.060599353,0.06293237,0.03640063,0.0332298,0.0370138,0.13911474,0.22653925,36.22468,114.38105,269.99597,566.8716,0.20375781,177.69872,0.27757373,891587.06,0.7152267,13.772278,0.28666323,0.123046786,0.2886316,225.20195,114.79179,0.75544477,0.042229764,0.07957852,0.050239623,0.07007557,0.056675173,0.18825893,0.06870366,-14.44569,32.500748,-0.040252987,0.6264157,0.00034112486,0.0013192757,-0.0001692575,0.00079290546,-0.00021191596,0.00071231945,-0.00016548227,0.00066765246,0.4951586,1.396242,2.9667828,1.0130441,0.11705247,0.08121142,0.21948221,0.32058895,0.4461997,0.61743116,0.77068067,0.83124036,1.0157429,1.0532624,1.0935304,1.1267486,1.3115542,1.1933416,1.2195778,1.4236009,1.198999,1.3534197,1.4732924,1.4354947,1.3531854,1.3665711,1.3526679,1.1014314,0.9571198,0.8715585,0.7149831,0.51744354,1.325825,0.7721129,274.65277,676.0417,1645.1389,3623.264,1.102566,1379.0131,4.46702,4260654.5,3.7251089,30.549677,-0.7831206,1.0175666,1.1702266
0.6416494,0.24830468,0.056400217,0.019373422,0.20760114,0.07310715,0.015723294,0.0056233024,0.19123422,0.2126946,0.10171592,0.08207333,0.06583159,0.10015989,0.2131918,0.15494001,0.21262692,0.29117906,0.31857303,0.4262927,0.33101553,0.37461805,0.2536532,0.28820115,0.39449942,0.67273957,0.43546945,0.36105374,0.81178933,0.4156249,0.36411685,0.26745167,0.18461536,0.1969715,0.9093968,0.6115093,146.01115,181.3844,612.32135,1387.3055,0.71596617,393.60086,0.6800238,2342558.0,0.88413936,9.939588,0.8101805,0.29801258,0.9995295,0.053521406,0.061990682,0.034517683,0.029520689,0.023865419,0.028186318,0.060594592,0.055879883,0.05823593,0.08352674,0.09984219,0.13050777,0.10495029,0.115071975,0.0774909,0.10921695,0.1273718,0.1816171,0.12273469,0.09924596,0.24259034,0.122810915,0.10627167,0.07645357,0.056336336,0.0633047,0.373342,0.21844758,41.456825,47.395397,233.47519,541.6719,0.23442055,136.37563,0.23124686,759749.0,0.35652852,3.7426062,0.24435486,0.096207626,0.39263833,115.271545,44.34698,0.7597737,0.03500525,0.1603556,0.25281012,0.22056946,0.3097421,0.15635422,0.057404876,-7.058367,31.06378,0.037972488,0.22161093,2.6092202e-05,0.00035610242,-0.00010213796,0.0012594946,-6.990035e-05,0.00143963,0.0004934466,0.0026008459,-0.0074220044,0.32431573,2.845605,1.0390093,0.10946436,0.077098764,0.18429595,0.33532822,0.4053141,0.47257906,0.65648,0.7876182,0.81420475,0.98693216,0.94726354,0.9514416,1.144308,1.3574831,1.4671384,1.3988047,1.1856128,1.4097663,1.4615731,1.7690556,1.6063203,1.4452832,1.630921,1.2663194,1.0996183,0.89762366,0.7325608,0.6003958,1.3786626,0.60571814,310.41666,441.66666,943.4028,2895.8333,0.96345204,1101.6932,4.314628,3445307.2,3.7097156,21.656057,-0.6782827,0.86360735,1.0916036
0.46603224,0.16636121,0.070121534,0.03374828,0.16256708,0.055156752,0.020252842,0.007872574,0.109844096,0.1587305,0.06282107,0.07605144,0.302422,0.14366966,0.1493344,0.2026927,0.1774648,0.27495018,0.25019422,0.23892002,0.20790438,0.30924925,0.38533342,0.4027465,0.30442297,0.40839133,0.33318737,0.2283381,0.19386174,0.20690534,0.20009375,0.12388829,0.101994574,0.10805215,0.3566313,0.42214826,119.27013,244.62799,790.12866,1982.0583,0.6925149,603.11884,1.1569688,3607935.0,5.8413296,288.44052,1.1679659,0.4376933,0.5659607,0.030961594,0.04745962,0.021739736,0.02239084,0.07834993,0.04652663,0.056049168,0.076224454,0.07673816,0.111520216,0.09356299,0.083329305,0.0776947,0.12430403,0.13313447,0.1139084,0.10474404,0.14544068,0.12143774,0.092631824,0.07609049,0.08252002,0.08473997,0.05168773,0.057706133,0.06090851,0.10590956,0.16930483,31.695312,89.803474,245.91858,622.1754,0.2211967,173.92545,0.32098752,1028234.4,1.7026708,91.733894,0.3684682,0.12251099,0.2319145,102.542595,61.311073,0.7627443,0.037188265,0.07821192,0.12782481,0.10301011,0.13589679,0.1323625,0.075276464,-3.6896362,24.313223,0.072963774,0.2367517,-9.991937e-05,0.0010563318,-1.8391811e-05,0.0006088734,-5.7764714e-06,0.00064907776,-0.00018538897,0.0020612269,-0.2003655,1.437853,2.157981,0.9873539,0.10432604,0.058510803,0.16831473,0.3340509,0.4176984,0.5256374,0.845891,0.77965295,0.9064859,0.95403314,0.94350505,1.0480083,1.1188378,1.126771,1.3463752,1.3374323,1.4047276,1.4810965,1.3715868,1.4277419,1.4170815,1.3153254,1.4145371,1.0738217,0.9734061,0.84131426,0.6084357,0.48943296,0.62905854,0.33508077,178.125,358.33334,771.18054,1900.3472,1.0174751,784.0303,3.8675714,2592717.5,7.941428,174.96535,-0.7641646,0.63180923,0.6370761
0.7481762,0.33231854,0.05026893,0.02266253,0.25739783,0.1102148,0.015445451,0.004451265,0.064780235,0.08672527,0.08507189,0.08013533,0.12250845,0.15156946,0.20732826,0.21635215,0.33725777,0.28589362,0.40060094,0.40623358,0.13899255,0.3953507,0.621704,0.4190903,0.57525146,0.6284306,0.7354524,0.75081927,0.56576365,0.8600932,0.6231461,0.47620344,0.4642248,0.3243838,0.6236036,0.5965504,54.17149,137.13985,471.34134,1327.1683,0.57765,354.2255,0.63020694,2720750.5,1.5793347,27.888426,0.7465963,0.2522405,1.0592687,0.019378673,0.029835157,0.03294291,0.032875184,0.040469155,0.04750168,0.068261646,0.06344754,0.10774459,0.09029603,0.1424491,0.14225857,0.05295475,0.111388996,0.20402688,0.13823493,0.17125379,0.18040872,0.23210423,0.22202627,0.17301516,0.2694119,0.18723369,0.13814846,0.14201637,0.101599194,0.25752077,0.21688344,23.848186,55.938183,192.38301,396.91837,0.19401222,113.43302,0.21093805,499475.97,0.4480539,7.6477995,0.23364465,0.07914305,0.4139111,71.6772,7.3315783,0.72216487,0.020829635,0.029985547,0.042094376,0.040715277,0.054052692,0.1628712,0.14256415,-18.229311,37.632355,-0.022520412,0.035901483,0.00010132232,0.00043353986,2.5372512e-05,5.620002e-05,1.255766e-06,2.1178252e-05,0.00078547973,0.0014056611,-0.0034652685,0.28758493,2.7184625,1.0971147,0.11395095,0.062021606,0.14971474,0.27731234,0.39304453,0.56361574,0.6910693,0.7983128,0.8904612,1.086913,1.2138629,1.1146964,1.133497,1.2413067,1.2811925,1.4113567,1.4885684,1.6007063,1.6219474,1.575352,1.6498861,1.6807303,1.5117488,1.4317653,1.1749189,1.0289505,0.84678423,0.66726863,0.81240696,0.66123486,140.625,275.34723,817.0139,2147.9167,1.2620872,862.0587,4.155774,3155578.0,4.615863,37.94612,-0.7090474,0.6771339,1.0274411
0.6250587,0.3070987,0.044218015,0.032276325,0.1950399,0.093495764,0.013080182,0.010151385,0.15905932,0.13741313,0.05163892,0.06129442,0.08227411,0.15264347,0.14060788,0.10884727,0.12827317,0.22629651,0.39263153,0.32527617,0.27317792,0.4791415,0.6014411,0.36381778,0.47988686,0.6162369,0.632279,0.6580648,0.5846984,0.7245905,0.56655425,0.38046032,0.37572044,0.31049958,0.22400062,0.48358694,184.63223,282.5528,1218.2308,2361.354,0.4399458,697.1795,0.7714557,4051107.5,1.9941398,32.47386,0.571086,0.49938646,0.48093015,0.04351227,0.043569945,0.021546703,0.019613659,0.033304468,0.045956045,0.031365477,0.029623237,0.046122562,0.068536855,0.09977172,0.092617564,0.084592655,0.13727875,0.17330079,0.11843032,0.14528623,0.18989798,0.19143641,0.20128797,0.20217793,0.24775504,0.20073006,0.12847789,0.12585983,0.10833968,0.08679345,0.14946285,49.31086,98.241234,493.27255,963.95416,0.16083086,272.66177,0.27589858,1598979.4,0.7480612,11.297016,0.17881666,0.18816495,0.1850212,110.2656,32.189903,0.75927246,0.030396057,0.12586816,0.20993045,0.1485599,0.2628308,0.17898388,0.08008291,6.528338,2.5060744,0.122650124,0.36085907,-2.5023715e-05,0.00035450904,0.00035259392,0.002359405,0.00032804479,0.0036100666,0.00079322077,0.0029121875,0.00501829,0.05216665,2.7092571,1.0786225,0.104617365,0.0735571,0.15840843,0.25718805,0.36151093,0.52210087,0.67373043,0.8697738,0.8330755,0.8435469,0.9189046,1.1051306,1.1015333,1.200671,1.3165996,1.3551697,1.4947158,1.5176355,1.575251,1.6060212,1.6922711,1.7810755,1.6143131,1.4964724,1.2505946,1.0113599,0.8252042,0.6619273,0.9711446,0.5184694,301.3889,500.0,1297.5695,2747.9167,0.90082073,1110.9764,4.3166885,3790422.8,5.086941,47.14564,-0.58443826,0.887598,1.03928
0.80361414,0.18524775,0.04756872,0.01745867,0.3398392,0.07016858,0.017924726,0.0040793284,0.07515666,0.06763999,0.086626045,0.098047026,0.12271146,0.12555219,0.13277344,0.15026893,0.17672983,0.261774,0.32175428,0.36449644,0.2487101,0.31949276,0.34453875,0.29667443,0.27401486,0.28308204,0.36013675,0.31214657,0.3153836,0.28087243,0.23823068,0.18863936,0.16371486,0.1315279,1.8663086,0.65695626,94.20395,179.72617,648.13336,1406.064,0.65441567,356.88202,0.6209745,1706393.9,0.72198945,5.7607555,0.6392959,0.25379744,1.3183502,0.022037337,0.022950703,0.032543384,0.03706891,0.041133154,0.04193316,0.035054658,0.055686954,0.06603739,0.088639416,0.11212587,0.12197355,0.08534167,0.114586584,0.12706496,0.11481812,0.10771756,0.10836013,0.1317553,0.11084002,0.11567353,0.11404422,0.093989365,0.07477251,0.065219924,0.04902901,0.7074906,0.2780425,28.034315,61.86502,241.05017,533.0943,0.27185076,126.50123,0.20648943,596170.1,0.27464324,2.270364,0.23496547,0.08657781,0.49486354,96.705124,53.75179,0.7046776,0.02654482,0.09634098,0.030583763,0.07536899,0.04499756,0.18018565,0.067524195,-36.936523,43.87224,-0.04088033,0.13898255,0.00048442,0.0016097651,-2.6507689e-05,0.0003178922,-0.00019256567,0.00036648635,0.00049106614,0.0011260719,0.54515743,1.831792,3.400208,0.90314144,0.13362186,0.08439043,0.15877998,0.28491926,0.3538797,0.44815165,0.55717736,0.69957817,0.7625584,0.77394736,0.84717464,0.95125806,1.0706615,1.1438683,1.1574081,1.1147809,1.2490416,1.2686418,1.3318269,1.316646,1.3535304,1.3016081,1.2283599,1.1307775,0.9496024,0.8251668,0.67261213,0.52972025,1.983214,0.90489304,195.48611,350.0,1008.3333,3344.0972,1.4967864,1146.8746,4.5277076,4333256.5,3.2211647,15.512772,-0.9034878,0.8717712,1.80892
0.70557266,0.30637935,0.0661359,0.059543286,0.2742083,0.11950766,0.021029504,0.010896523,0.11642871,0.17366818,0.18263829,0.24511507,0.24598822,0.26552716,0.33569878,0.37375715,0.38573673,0.34606686,0.35109365,0.33294192,0.38659984,0.46275032,0.2715713,0.27127105,0.35387525,0.469936,0.56407773,0.46388176,0.3863714,0.3721479,0.41167524,0.38663295,0.31080812,0.26948547,0.28059575,0.43254483,225.74338,1088.0148,2366.9563,3300.8616,0.68692243,1304.2688,1.3635746,5936078.0,2.7456915,59.91739,0.9029195,0.9210027,0.5833806,0.038310833,0.057739988,0.055798788,0.083336614,0.09445267,0.09997977,0.11872872,0.14007652,0.14493312,0.13078792,0.14302891,0.12580577,0.12787648,0.18076946,0.104339555,0.10996276,0.13817467,0.17407222,0.2161611,0.18032019,0.15684725,0.14591289,0.14879124,0.12904556,0.110426486,0.09460648,0.0935342,0.16875924,77.75198,358.59344,723.988,841.6653,0.22267911,369.17593,0.36918458,1709155.2,0.8015521,20.612194,0.29353553,0.26243556,0.23988983,76.24876,15.605401,0.7044591,0.054328207,0.095221944,0.08528181,0.07617606,0.06497941,0.25600624,0.16436677,-47.496918,49.025867,-0.042982318,0.101263314,-0.0005372383,0.0028133467,9.260884e-05,0.00038116498,7.61911e-05,9.652849e-05,0.0006825488,0.0018483035,0.20061636,0.5413213,2.207747,1.0755311,0.088148005,0.10675926,0.17087127,0.34066665,0.51086867,0.6908828,0.80868614,0.8778195,0.96658975,1.1210043,1.1604204,1.1701208,1.1491822,1.1957102,1.3281078,1.3489859,1.4041104,1.4062247,1.4962466,1.5580177,1.6398284,1.4718369,1.3676054,1.2683685,1.2061721,0.9298401,0.7576954,0.61794484,0.31358832,0.3845412,263.8889,1006.94446,2426.736,4628.472,1.0077021,1778.5227,4.7679768,6867174.5,3.5875063,33.925365,-0.5698025,1.2893877,0.5112081
0.9962119,0.4737745,0.061085116,0.03961728,0.310779,0.16611032,0.016918609,0.008271124,0.11620441,0.12852614,0.12657277,0.10332809,0.10135545,0.13683948,0.24596755,0.20761354,0.22328469,0.21582955,0.45692468,0.6124316,0.53229606,0.88846755,0.96926624,0.821535,0.7330573,0.9059111,0.7722147,0.89373875,0.75329036,0.7038996,0.62254775,0.9777605,0.97940594,0.9225965,1.340653,0.7124003,117.142105,175.25465,597.9904,2397.5483,0.66917086,573.661,0.6481216,4531042.5,2.986891,79.884186,0.8243847,0.40405178,1.1462182,0.039674424,0.045976497,0.049124654,0.038280047,0.033045165,0.05196446,0.07502069,0.071822874,0.081056245,0.0764769,0.15902275,0.17086847,0.15511236,0.20996268,0.24258772,0.23186646,0.24782093,0.3119151,0.29111275,0.33853164,0.2899859,0.25807583,0.22914053,0.3445084,0.33330542,0.30913207,0.3915969,0.19932075,38.95071,54.864986,230.28589,820.32794,0.20728844,180.98141,0.22698133,1205397.8,0.9655658,26.574495,0.24093425,0.12431872,0.33808553,84.87487,45.55868,0.73889923,0.030615592,0.04159465,0.0444006,0.020947816,0.026544146,0.18773818,0.06400694,-20.270535,36.886696,-0.17597479,0.6282605,-0.00016556107,0.0009662186,4.575938e-06,0.00012673566,2.7521064e-06,3.182259e-05,-8.514021e-05,0.0019521978,-0.07635987,0.73731446,2.7712884,1.3322974,0.11796161,0.08358025,0.2433088,0.391433,0.5599608,0.666616,0.8289217,0.89722353,0.94693655,0.9835371,1.0721475,1.1599202,1.2920067,1.4250323,1.4442556,1.72721,1.7436453,1.7487124,1.8419505,2.1102645,1.9594679,2.1141157,1.7946315,1.6694247,1.4770911,1.7350932,1.5176233,1.2892029,1.5752082,0.6819479,207.63889,382.6389,948.9583,3268.75,1.2536876,1119.717,4.445948,5139848.5,4.618012,50.214745,-0.7887306,0.88256973,1.2258861
